symptom,herb
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
1,98
1,99
1,100
1,101
1,102
1,103
1,104
1,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,119
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
1,138
1,139
1,140
1,142
1,143
1,144
1,146
1,147
1,148
1,149
1,150
1,151
1,152
1,153
1,154
1,155
1,156
1,157
1,158
1,159
1,160
1,161
1,162
1,164
1,165
1,166
1,168
1,169
1,170
1,171
1,172
1,173
1,174
1,175
1,176
1,177
1,178
1,179
1,180
1,181
1,182
1,183
1,184
1,185
1,186
1,187
1,189
1,190
1,191
1,192
1,193
1,194
1,195
1,196
1,197
1,198
1,200
1,201
1,202
1,203
1,204
1,205
1,206
1,207
1,208
1,210
1,211
1,212
1,213
1,214
1,215
1,216
1,218
1,219
1,220
1,221
1,222
1,223
1,225
1,226
1,227
1,228
1,229
1,230
1,231
1,232
1,233
1,234
1,235
1,237
1,238
1,239
1,240
1,241
1,242
1,243
1,244
1,245
1,246
1,247
1,248
1,249
1,250
1,251
1,252
1,254
1,255
1,256
1,257
1,258
1,259
1,261
1,262
1,263
1,264
1,265
1,266
1,268
1,269
1,270
1,271
1,272
1,273
1,274
1,275
1,276
1,277
1,278
1,279
1,280
1,281
1,282
1,283
1,284
1,285
1,286
1,287
1,288
1,291
1,292
1,293
1,294
1,295
1,296
1,297
1,298
1,299
1,300
1,301
1,302
1,304
1,305
1,306
1,307
1,308
1,309
1,311
1,312
1,314
1,316
1,317
1,318
1,319
1,321
1,322
1,324
1,325
1,326
1,327
1,328
1,329
1,332
1,335
1,336
1,337
1,338
1,339
1,340
1,341
1,343
1,344
1,346
1,347
1,348
1,349
1,350
1,351
1,352
1,353
1,354
1,355
1,357
1,362
1,364
1,365
1,366
1,367
1,368
1,369
1,370
1,371
1,372
1,373
1,374
1,375
1,376
1,377
1,378
1,379
1,380
1,381
1,383
1,385
1,386
1,387
1,388
1,391
1,392
1,393
1,394
1,395
1,397
1,399
1,403
1,404
1,405
1,410
1,411
1,414
1,415
1,417
1,418
1,419
1,420
1,421
1,422
1,424
1,425
1,426
1,427
1,429
1,430
1,431
1,433
1,434
1,437
1,441
1,444
1,446
1,447
1,449
1,450
1,451
1,452
1,453
1,454
1,455
1,456
1,457
1,461
1,472
1,477
1,478
1,479
1,481
1,482
1,483
1,484
1,486
1,487
1,490
1,493
1,494
1,495
1,496
1,499
1,500
1,501
1,503
1,506
1,507
1,512
1,515
1,517
1,518
1,519
1,524
1,528
1,531
1,534
1,535
1,536
1,537
1,540
1,541
1,544
1,546
1,550
1,553
1,555
1,562
1,566
1,568
1,570
1,571
1,576
1,578
1,582
1,595
1,596
1,599
1,600
1,603
1,604
1,607
1,608
1,612
1,614
1,615
1,618
1,624
1,625
1,628
1,634
1,636
1,638
1,640
1,650
1,651
1,652
1,655
1,656
1,662
1,663
1,664
1,665
1,668
1,671
1,672
1,673
1,685
1,686
1,689
1,697
1,699
1,700
1,710
1,718
1,722
1,726
1,728
1,729
1,730
1,736
1,748
2,0
2,2
2,4
2,8
2,9
2,10
2,11
2,12
2,13
2,15
2,16
2,18
2,23
2,25
2,27
2,28
2,29
2,32
2,33
2,38
2,41
2,44
2,45
2,48
2,54
2,57
2,60
2,61
2,67
2,68
2,69
2,71
2,73
2,76
2,83
2,88
2,89
2,91
2,92
2,94
2,95
2,99
2,100
2,101
2,102
2,103
2,105
2,106
2,107
2,108
2,109
2,111
2,112
2,116
2,118
2,120
2,124
2,126
2,130
2,139
2,140
2,144
2,145
2,149
2,159
2,160
2,171
2,173
2,175
2,184
2,185
2,187
2,200
2,202
2,203
2,215
2,227
2,228
2,243
2,250
2,257
2,258
2,270
2,274
2,277
2,283
2,298
2,300
2,301
2,306
2,309
2,327
2,335
2,372
2,373
2,388
2,414
2,438
2,448
2,452
2,497
2,525
3,0
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,15
3,16
3,17
3,18
3,19
3,21
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
3,37
3,38
3,39
3,40
3,41
3,42
3,43
3,44
3,45
3,46
3,48
3,49
3,50
3,51
3,52
3,54
3,57
3,58
3,59
3,60
3,61
3,64
3,66
3,67
3,68
3,69
3,71
3,75
3,76
3,77
3,78
3,79
3,80
3,81
3,82
3,83
3,84
3,85
3,86
3,87
3,88
3,89
3,90
3,91
3,92
3,94
3,95
3,96
3,97
3,99
3,100
3,101
3,102
3,103
3,105
3,106
3,107
3,108
3,110
3,111
3,112
3,116
3,117
3,118
3,119
3,120
3,121
3,124
3,126
3,127
3,130
3,131
3,135
3,136
3,137
3,138
3,140
3,142
3,143
3,144
3,147
3,148
3,150
3,151
3,153
3,154
3,155
3,156
3,158
3,159
3,160
3,161
3,162
3,165
3,166
3,172
3,176
3,178
3,180
3,181
3,182
3,185
3,187
3,189
3,190
3,191
3,197
3,201
3,202
3,203
3,204
3,206
3,207
3,208
3,210
3,211
3,212
3,214
3,216
3,217
3,218
3,221
3,222
3,223
3,227
3,228
3,233
3,234
3,239
3,243
3,244
3,247
3,248
3,250
3,251
3,254
3,259
3,262
3,263
3,264
3,271
3,275
3,277
3,278
3,279
3,280
3,282
3,291
3,293
3,295
3,297
3,302
3,305
3,314
3,316
3,338
3,339
3,343
3,347
3,350
3,351
3,355
3,357
3,362
3,364
3,376
3,380
3,385
3,386
3,393
3,396
3,403
3,404
3,421
3,437
3,460
3,469
3,471
3,563
4,0
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,38
4,39
4,40
4,41
4,43
4,44
4,45
4,46
4,48
4,49
4,50
4,51
4,54
4,55
4,56
4,57
4,58
4,59
4,60
4,61
4,64
4,66
4,67
4,68
4,69
4,71
4,73
4,74
4,75
4,76
4,77
4,78
4,79
4,80
4,81
4,82
4,83
4,84
4,85
4,86
4,87
4,88
4,89
4,90
4,91
4,93
4,94
4,96
4,98
4,99
4,100
4,101
4,102
4,103
4,104
4,105
4,106
4,107
4,108
4,109
4,110
4,111
4,112
4,114
4,116
4,118
4,119
4,120
4,124
4,126
4,127
4,130
4,131
4,133
4,135
4,136
4,137
4,138
4,142
4,143
4,144
4,146
4,147
4,148
4,149
4,150
4,151
4,153
4,154
4,155
4,156
4,157
4,159
4,160
4,161
4,164
4,166
4,167
4,169
4,171
4,172
4,173
4,175
4,176
4,177
4,178
4,179
4,180
4,181
4,182
4,183
4,184
4,185
4,186
4,187
4,189
4,191
4,197
4,200
4,201
4,202
4,203
4,204
4,205
4,206
4,207
4,208
4,210
4,211
4,212
4,216
4,218
4,219
4,223
4,226
4,227
4,228
4,230
4,233
4,234
4,238
4,240
4,241
4,244
4,246
4,247
4,248
4,250
4,251
4,252
4,256
4,258
4,259
4,261
4,262
4,263
4,264
4,265
4,271
4,272
4,278
4,279
4,283
4,285
4,291
4,294
4,295
4,299
4,300
4,301
4,307
4,311
4,315
4,316
4,317
4,321
4,327
4,333
4,334
4,337
4,346
4,347
4,348
4,349
4,350
4,357
4,360
4,362
4,363
4,366
4,369
4,377
4,378
4,380
4,385
4,386
4,390
4,393
4,394
4,401
4,404
4,409
4,410
4,414
4,422
4,424
4,429
4,433
4,438
4,446
4,468
4,469
4,479
4,495
4,531
4,543
4,558
4,580
4,637
4,656
4,673
5,0
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,48
5,49
5,50
5,51
5,52
5,54
5,56
5,57
5,58
5,59
5,60
5,61
5,62
5,63
5,64
5,66
5,67
5,68
5,69
5,71
5,72
5,73
5,74
5,75
5,76
5,77
5,78
5,79
5,80
5,81
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
5,90
5,91
5,93
5,94
5,95
5,96
5,97
5,98
5,99
5,100
5,101
5,102
5,103
5,106
5,107
5,108
5,109
5,110
5,111
5,112
5,114
5,116
5,117
5,118
5,119
5,120
5,121
5,123
5,124
5,126
5,127
5,130
5,131
5,133
5,135
5,136
5,138
5,142
5,143
5,144
5,146
5,147
5,148
5,149
5,150
5,151
5,152
5,153
5,154
5,155
5,156
5,157
5,159
5,160
5,161
5,162
5,163
5,164
5,165
5,166
5,167
5,169
5,171
5,172
5,173
5,175
5,176
5,178
5,179
5,180
5,181
5,182
5,183
5,184
5,185
5,186
5,187
5,189
5,191
5,197
5,201
5,202
5,203
5,204
5,206
5,207
5,208
5,210
5,211
5,212
5,216
5,219
5,221
5,223
5,226
5,227
5,228
5,229
5,230
5,231
5,233
5,234
5,238
5,239
5,240
5,245
5,246
5,247
5,248
5,250
5,251
5,252
5,254
5,255
5,258
5,259
5,261
5,262
5,264
5,265
5,266
5,269
5,271
5,275
5,276
5,278
5,279
5,280
5,282
5,283
5,285
5,290
5,295
5,299
5,300
5,301
5,307
5,314
5,316
5,317
5,318
5,319
5,321
5,324
5,333
5,334
5,337
5,339
5,341
5,346
5,347
5,348
5,350
5,351
5,352
5,353
5,354
5,355
5,356
5,357
5,361
5,362
5,364
5,366
5,371
5,380
5,381
5,383
5,385
5,386
5,387
5,388
5,389
5,394
5,396
5,397
5,398
5,399
5,404
5,405
5,414
5,415
5,422
5,429
5,433
5,437
5,438
5,444
5,446
5,450
5,452
5,468
5,469
5,481
5,490
5,498
5,501
5,505
5,512
5,513
5,517
5,527
5,529
5,541
5,580
5,583
5,591
5,606
5,607
5,610
5,618
5,624
5,649
5,656
5,660
5,670
5,678
5,723
6,0
6,1
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,35
6,36
6,37
6,38
6,39
6,40
6,41
6,42
6,43
6,44
6,45
6,46
6,47
6,48
6,49
6,50
6,51
6,52
6,53
6,54
6,55
6,57
6,58
6,59
6,60
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
6,71
6,72
6,73
6,74
6,75
6,76
6,77
6,78
6,79
6,80
6,81
6,82
6,83
6,84
6,85
6,86
6,87
6,88
6,89
6,90
6,91
6,92
6,93
6,94
6,95
6,96
6,98
6,99
6,100
6,101
6,102
6,103
6,105
6,106
6,107
6,108
6,109
6,110
6,111
6,112
6,113
6,114
6,115
6,116
6,117
6,118
6,119
6,120
6,121
6,122
6,123
6,124
6,125
6,126
6,127
6,128
6,129
6,130
6,131
6,132
6,133
6,134
6,135
6,136
6,137
6,138
6,139
6,140
6,142
6,143
6,144
6,146
6,147
6,148
6,149
6,150
6,151
6,153
6,154
6,155
6,156
6,157
6,158
6,159
6,160
6,161
6,162
6,163
6,164
6,165
6,166
6,167
6,168
6,169
6,170
6,171
6,172
6,173
6,174
6,175
6,176
6,177
6,178
6,179
6,180
6,181
6,182
6,183
6,184
6,185
6,186
6,187
6,189
6,190
6,191
6,192
6,193
6,194
6,195
6,197
6,198
6,199
6,200
6,202
6,203
6,204
6,205
6,206
6,207
6,208
6,210
6,211
6,212
6,213
6,214
6,216
6,217
6,218
6,219
6,220
6,221
6,222
6,223
6,224
6,225
6,226
6,227
6,228
6,229
6,230
6,231
6,232
6,233
6,234
6,235
6,236
6,237
6,238
6,239
6,240
6,241
6,242
6,243
6,244
6,245
6,247
6,248
6,249
6,250
6,251
6,252
6,254
6,255
6,256
6,257
6,258
6,259
6,261
6,262
6,263
6,264
6,266
6,268
6,269
6,270
6,271
6,272
6,274
6,275
6,276
6,277
6,278
6,279
6,280
6,281
6,282
6,283
6,284
6,285
6,286
6,287
6,288
6,289
6,291
6,292
6,293
6,294
6,295
6,296
6,297
6,298
6,299
6,300
6,301
6,304
6,305
6,306
6,307
6,308
6,309
6,310
6,311
6,314
6,316
6,317
6,318
6,322
6,324
6,325
6,326
6,327
6,328
6,329
6,330
6,335
6,336
6,337
6,338
6,339
6,340
6,341
6,343
6,344
6,345
6,346
6,347
6,348
6,349
6,350
6,351
6,352
6,353
6,354
6,355
6,357
6,358
6,361
6,362
6,364
6,365
6,366
6,369
6,370
6,372
6,373
6,374
6,375
6,376
6,377
6,379
6,380
6,382
6,383
6,384
6,385
6,386
6,387
6,388
6,392
6,393
6,394
6,395
6,398
6,399
6,401
6,403
6,404
6,405
6,409
6,411
6,414
6,416
6,419
6,421
6,423
6,424
6,426
6,427
6,429
6,430
6,435
6,436
6,437
6,438
6,439
6,443
6,444
6,446
6,447
6,448
6,450
6,452
6,454
6,455
6,456
6,457
6,460
6,461
6,462
6,463
6,464
6,467
6,475
6,478
6,481
6,483
6,484
6,485
6,488
6,491
6,492
6,493
6,494
6,496
6,497
6,499
6,503
6,504
6,505
6,506
6,509
6,511
6,512
6,516
6,519
6,520
6,521
6,522
6,523
6,524
6,525
6,526
6,527
6,528
6,529
6,531
6,538
6,539
6,544
6,550
6,552
6,553
6,555
6,558
6,559
6,560
6,561
6,562
6,570
6,577
6,578
6,579
6,583
6,585
6,590
6,591
6,592
6,600
6,606
6,607
6,619
6,622
6,629
6,633
6,637
6,655
6,659
6,662
6,671
6,676
6,687
6,696
6,708
6,710
6,711
6,717
6,718
6,725
6,752
7,0
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,37
7,38
7,39
7,40
7,41
7,42
7,43
7,44
7,45
7,46
7,48
7,49
7,50
7,51
7,52
7,53
7,54
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,64
7,65
7,66
7,67
7,68
7,69
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,78
7,79
7,80
7,81
7,82
7,83
7,84
7,85
7,86
7,87
7,88
7,89
7,90
7,91
7,92
7,93
7,94
7,95
7,96
7,98
7,99
7,100
7,101
7,102
7,103
7,106
7,107
7,108
7,110
7,111
7,112
7,113
7,114
7,115
7,116
7,118
7,119
7,120
7,121
7,122
7,123
7,124
7,125
7,126
7,127
7,129
7,130
7,131
7,133
7,134
7,135
7,136
7,137
7,139
7,140
7,142
7,143
7,144
7,146
7,147
7,148
7,150
7,151
7,153
7,155
7,156
7,158
7,159
7,160
7,161
7,162
7,164
7,165
7,166
7,167
7,168
7,169
7,171
7,172
7,173
7,174
7,175
7,176
7,177
7,178
7,179
7,180
7,181
7,182
7,185
7,186
7,187
7,189
7,190
7,191
7,193
7,194
7,195
7,197
7,198
7,200
7,202
7,203
7,204
7,205
7,206
7,207
7,208
7,210
7,211
7,212
7,213
7,215
7,216
7,218
7,219
7,221
7,222
7,227
7,228
7,229
7,230
7,233
7,234
7,235
7,239
7,240
7,241
7,243
7,244
7,247
7,248
7,250
7,251
7,252
7,254
7,256
7,259
7,261
7,264
7,265
7,268
7,269
7,270
7,271
7,272
7,274
7,275
7,277
7,280
7,285
7,287
7,293
7,294
7,295
7,297
7,298
7,299
7,300
7,301
7,305
7,306
7,307
7,308
7,309
7,311
7,312
7,315
7,316
7,318
7,319
7,321
7,324
7,333
7,334
7,337
7,339
7,340
7,343
7,344
7,347
7,348
7,351
7,352
7,353
7,354
7,355
7,357
7,358
7,362
7,364
7,365
7,366
7,370
7,374
7,375
7,376
7,380
7,381
7,382
7,383
7,384
7,385
7,386
7,388
7,390
7,392
7,394
7,396
7,401
7,403
7,404
7,405
7,408
7,411
7,414
7,415
7,421
7,422
7,426
7,429
7,433
7,434
7,437
7,444
7,447
7,448
7,450
7,463
7,464
7,467
7,469
7,476
7,481
7,484
7,485
7,488
7,490
7,492
7,494
7,495
7,499
7,506
7,512
7,534
7,535
7,538
7,562
7,572
7,578
7,602
7,609
8,0
8,2
8,4
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,36
8,37
8,38
8,40
8,41
8,42
8,43
8,44
8,45
8,46
8,47
8,48
8,49
8,50
8,51
8,52
8,54
8,57
8,58
8,59
8,60
8,66
8,67
8,68
8,71
8,74
8,76
8,77
8,78
8,79
8,80
8,81
8,82
8,83
8,84
8,85
8,87
8,88
8,89
8,90
8,91
8,92
8,94
8,95
8,99
8,100
8,101
8,102
8,103
8,106
8,107
8,108
8,110
8,111
8,114
8,116
8,118
8,119
8,121
8,124
8,125
8,126
8,127
8,130
8,131
8,132
8,133
8,135
8,136
8,137
8,138
8,141
8,142
8,144
8,147
8,148
8,151
8,153
8,154
8,155
8,159
8,160
8,161
8,162
8,165
8,166
8,169
8,173
8,177
8,178
8,180
8,181
8,184
8,185
8,186
8,187
8,189
8,190
8,191
8,204
8,205
8,206
8,210
8,212
8,219
8,220
8,222
8,223
8,225
8,228
8,229
8,230
8,234
8,239
8,242
8,247
8,248
8,249
8,251
8,256
8,261
8,262
8,263
8,268
8,270
8,271
8,272
8,274
8,275
8,283
8,284
8,287
8,292
8,293
8,295
8,302
8,307
8,309
8,321
8,326
8,328
8,338
8,341
8,347
8,349
8,362
8,363
8,364
8,366
8,370
8,372
8,373
8,385
8,386
8,390
8,391
8,411
8,416
8,423
8,425
8,429
8,435
8,437
8,445
8,454
8,478
8,485
8,498
8,527
8,528
8,531
8,539
8,561
8,596
8,656
9,0
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,32
9,33
9,36
9,37
9,38
9,39
9,40
9,41
9,43
9,44
9,45
9,46
9,47
9,48
9,49
9,50
9,51
9,52
9,53
9,54
9,56
9,57
9,58
9,59
9,60
9,61
9,62
9,63
9,64
9,65
9,66
9,67
9,68
9,69
9,71
9,72
9,73
9,74
9,75
9,76
9,77
9,78
9,79
9,80
9,81
9,82
9,83
9,84
9,85
9,86
9,87
9,88
9,89
9,90
9,91
9,92
9,94
9,95
9,96
9,98
9,100
9,101
9,102
9,103
9,106
9,107
9,108
9,109
9,110
9,111
9,112
9,113
9,114
9,115
9,116
9,118
9,119
9,120
9,121
9,124
9,126
9,127
9,129
9,130
9,132
9,133
9,135
9,136
9,137
9,138
9,139
9,140
9,142
9,143
9,144
9,146
9,147
9,148
9,149
9,150
9,151
9,153
9,154
9,155
9,156
9,157
9,158
9,159
9,160
9,161
9,162
9,164
9,165
9,166
9,169
9,171
9,172
9,173
9,174
9,176
9,177
9,178
9,179
9,180
9,181
9,184
9,185
9,186
9,187
9,189
9,190
9,191
9,192
9,193
9,194
9,195
9,197
9,200
9,202
9,203
9,204
9,205
9,206
9,207
9,208
9,210
9,211
9,212
9,213
9,214
9,215
9,216
9,218
9,219
9,222
9,223
9,225
9,227
9,228
9,229
9,231
9,234
9,238
9,239
9,240
9,241
9,242
9,243
9,247
9,248
9,249
9,250
9,251
9,252
9,255
9,256
9,257
9,258
9,261
9,262
9,263
9,264
9,265
9,266
9,270
9,271
9,272
9,274
9,275
9,276
9,277
9,278
9,279
9,280
9,281
9,282
9,283
9,284
9,285
9,286
9,287
9,291
9,292
9,293
9,294
9,295
9,297
9,298
9,300
9,301
9,306
9,307
9,308
9,309
9,314
9,316
9,321
9,322
9,326
9,328
9,329
9,335
9,338
9,340
9,343
9,344
9,346
9,347
9,348
9,350
9,351
9,353
9,354
9,355
9,359
9,362
9,363
9,364
9,365
9,366
9,367
9,368
9,369
9,370
9,371
9,372
9,373
9,380
9,382
9,385
9,386
9,387
9,397
9,403
9,404
9,405
9,407
9,411
9,414
9,415
9,416
9,422
9,423
9,424
9,426
9,427
9,429
9,435
9,437
9,439
9,445
9,448
9,449
9,454
9,457
9,472
9,478
9,479
9,481
9,483
9,487
9,489
9,490
9,493
9,495
9,498
9,500
9,501
9,503
9,512
9,527
9,528
9,531
9,533
9,534
9,539
9,540
9,548
9,554
9,555
9,556
9,561
9,563
9,596
9,597
9,598
9,599
9,658
9,664
9,733
9,739
10,0
10,1
10,2
10,3
10,4
10,5
10,6
10,7
10,8
10,9
10,12
10,14
10,15
10,16
10,17
10,18
10,23
10,24
10,25
10,26
10,27
10,28
10,29
10,30
10,31
10,32
10,33
10,34
10,35
10,36
10,37
10,38
10,39
10,40
10,41
10,43
10,44
10,45
10,46
10,48
10,49
10,51
10,54
10,57
10,60
10,61
10,64
10,65
10,66
10,67
10,68
10,71
10,73
10,74
10,76
10,77
10,78
10,80
10,81
10,83
10,85
10,86
10,87
10,88
10,89
10,90
10,91
10,94
10,96
10,99
10,100
10,101
10,102
10,103
10,106
10,108
10,109
10,112
10,114
10,116
10,117
10,118
10,120
10,124
10,129
10,133
10,135
10,142
10,144
10,147
10,148
10,150
10,151
10,152
10,153
10,155
10,156
10,159
10,160
10,161
10,165
10,166
10,171
10,172
10,173
10,180
10,181
10,182
10,185
10,186
10,187
10,199
10,202
10,203
10,206
10,207
10,212
10,218
10,223
10,228
10,234
10,239
10,240
10,245
10,248
10,250
10,251
10,254
10,262
10,268
10,275
10,284
10,295
10,298
10,299
10,300
10,301
10,315
10,316
10,317
10,319
10,324
10,347
10,357
10,358
10,364
10,385
10,387
10,393
10,395
10,404
10,434
10,452
10,461
10,486
10,535
10,628
10,634
10,663
11,0
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,34
11,36
11,37
11,38
11,39
11,40
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,48
11,49
11,50
11,51
11,52
11,53
11,54
11,55
11,56
11,57
11,58
11,59
11,60
11,61
11,63
11,64
11,66
11,67
11,68
11,69
11,70
11,71
11,72
11,73
11,74
11,75
11,76
11,77
11,78
11,79
11,80
11,81
11,82
11,83
11,84
11,85
11,86
11,87
11,88
11,89
11,90
11,91
11,92
11,93
11,94
11,95
11,96
11,98
11,99
11,100
11,101
11,102
11,103
11,106
11,107
11,108
11,109
11,110
11,111
11,112
11,114
11,116
11,117
11,118
11,119
11,120
11,121
11,124
11,127
11,130
11,131
11,132
11,133
11,135
11,136
11,137
11,138
11,139
11,140
11,142
11,143
11,144
11,146
11,147
11,148
11,149
11,150
11,151
11,152
11,153
11,154
11,155
11,156
11,159
11,160
11,161
11,162
11,164
11,165
11,166
11,169
11,171
11,172
11,173
11,176
11,177
11,178
11,179
11,180
11,181
11,182
11,184
11,185
11,186
11,187
11,188
11,189
11,190
11,193
11,194
11,195
11,197
11,198
11,200
11,202
11,203
11,204
11,206
11,207
11,208
11,210
11,211
11,212
11,213
11,215
11,216
11,218
11,221
11,223
11,225
11,226
11,227
